0	0	0
1	0	0
2	-0.035	0
3	0	0
4	-0.02	0
5	0	0
6	-0.035	0
7	0	0
8	-0.02	0
9	0	0
10	-0.035	0
11	0	0
12	-0.04	0
13	0	0
14	-0.055	0
15	0	0
16	-0.055	0
17	0	0
18	-0.055	0
19	0	0
20	-0.04	0
21	0	0
22	-0.04	0
23	0	0
24	-0.04	0
25	0	0
26	-0.04	0
27	0	0
28	-0.04	0
29	0	0
30	-0.04	0
31	0	0
32	-0.045	0
33	0	0
34	-0.01	0
35	0	0
36	-0.04	0
37	0	0
38	-0.045	0
39	0	0
40	-0.05	0
41	0	0
42	-0.05	0
43	0	0
44	-0.055	0
45	0	0
46	-0.07	0
47	0	0
48	-0.08	0
49	0	0
50	-0.07	0
51	0	0
52	-0.095	0
53	0	-0.005
54	-0.095	0
55	0	-0.005
56	-0.105	0
57	0	-0.005
58	-0.115	0
59	0	-0.005
60	-0.125	0
61	0	-0.005
62	-0.125	0
63	0	-0.01
64	-0.135	0
65	0	-0.015
66	-0.135	0
67	0	-0.02
68	-0.135	0
69	0	-0.02
70	-0.13	0
71	0	-0.02
72	-0.125	0
73	0	-0.02
74	-0.125	0
75	0	-0.02
76	-0.115	0
77	0	-0.015
78	-0.115	0
79	0	-0.015
80	-0.105	0
81	0	-0.015
82	-0.095	0
83	0	-0.015
84	-0.085	0
85	0	-0.01
86	-0.085	0
87	0	-0.005
88	-0.075	0
89	0	-0.005
90	-0.07	0
91	0	-0.005
92	-0.055	0
93	0	-0.005
94	-0.05	0
95	0	-0.005
96	-0.04	0
97	0	0
98	-0.045	0
99	0	-0.005
100	-0.04	0
101	0	-0.005
102	-0.04	0
103	0	0
104	-0.04	0
105	0	0
106	-0.04	0
107	0	0
108	-0.04	0
109	0	0
110	-0.04	0
111	0	0
112	-0.04	0
113	0	0
114	-0.04	0
115	0	0
116	-0.04	0
117	0	0
118	-0.04	0
119	0	0
120	-0.04	0
121	0	0
122	-0.04	0
123	0	0
124	-0.045	0
125	0	0
126	-0.04	0
127	0	0
128	-0.04	0
129	0	0
130	-0.045	0
131	0	0
132	-0.045	0
133	0	0
134	-0.04	0
135	0	0
136	-0.045	0
137	0	0
138	-0.05	0
139	0	0
140	-0.045	0
141	0	0
142	-0.045	0
143	0	0
144	-0.05	0
145	0	0
146	-0.05	0
147	0	0
148	-0.05	0
149	0	0
150	-0.05	0
151	0	0
152	-0.05	0
153	0	0
154	-0.05	0
155	0	0
156	-0.05	0
157	0	0
158	-0.05	0
159	0	0
160	-0.05	0
161	0	0
162	-0.05	0
163	0	0
164	-0.05	0
165	0	0
166	-0.05	0
167	0	0
168	-0.05	0
169	0	0
170	-0.055	0
171	0	0
172	-0.07	0
173	0	0
174	-0.075	0
175	0	0
176	-0.075	0
177	0	0
178	-0.08	0
179	0	0
180	-0.085	0
181	0	-0.005
182	-0.09	0
183	0	-0.005
184	-0.095	0
185	0	-0.005
186	-0.1	0
187	0	-0.005
188	-0.105	0
189	0	-0.005
190	-0.105	0
191	0	-0.005
192	-0.11	0
193	0	-0.005
194	-0.115	0
195	0	-0.005
196	-0.125	0
197	0	-0.005
198	-0.125	0
199	0	-0.01
200	-0.135	0
201	0	-0.015
202	-0.135	0
203	0	-0.015
204	-0.135	0
205	0	-0.015
206	-0.135	0
207	0	-0.01
208	-0.135	0
209	0	-0.015
210	-0.125	0
211	0	-0.015
212	-0.125	0
213	0	-0.015
214	-0.115	0
215	0	-0.01
216	-0.105	0
217	0	-0.01
218	-0.095	0
219	0	-0.01
220	-0.095	0
221	0	-0.005
222	-0.085	0
223	0	-0.005
224	-0.075	0
225	0	-0.005
226	-0.075	0
227	0	-0.005
228	-0.055	0
229	0	0
230	-0.05	0
231	0	0
232	-0.05	0
233	0	0
234	-0.05	0
235	0	0
236	-0.04	0
237	0	0
238	-0.04	0
239	0	0
240	-0.04	0
241	0	0
242	-0.04	0
243	0	0
244	-0.02	0
245	0	0
246	-0.02	0
247	0	0
248	-0.02	0
249	0	0
250	-0.02	0
251	0	0
252	-0.035	0
253	0	0
254	-0.035	0
255	0	0
256	-0.025	0
257	0	0
258	-0.02	0
259	0	0
260	-0.04	0
261	0	0
262	-0.02	0
263	0	0
264	-0.035	0
265	0	0
266	-0.02	0
267	0	0
268	-0.02	0
269	0	0
270	-0.035	0
271	0	0
272	-0.025	0
273	0	0
274	0.01	0
275	0	0
276	0.105	0
277	0	0
278	0.19	0
279	0	0
280	0.305	0
281	0	0
282	0.36	0
283	0	0
284	0.355	0
285	0	0
286	0.355	0
287	0	-0.005
288	0.36	0
289	0	-0.005
290	0.36	0
291	0	0
292	0.36	0
293	0	0
294	0.36	0
295	0	0
296	0.41	0
297	0	-0.01
298	0.435	0
299	0	-0.03
300	0.435	0
301	0	-0.03
302	0.435	0
303	0	-0.03
304	0.435	0
305	0	-0.03
306	0.465	0
307	0	-0.035
308	0.49	0
309	0	-0.04
310	0.515	0
311	0	-0.045
312	0.53	0
313	0	-0.05
314	0.535	0
315	0	-0.055
316	0.525	0
317	0	-0.06
318	0.52	0
319	0	-0.06
320	0.52	0
321	0	-0.06
322	0.52	0
323	0	-0.06
324	0.51	0
325	0	-0.06
326	0.51	0
327	0	-0.06
328	0.5	0
329	0	-0.06
330	0.5	0
331	0	-0.06
332	0.49	0
333	0	-0.065
334	0.485	0
335	0	-0.065
336	0.485	0
337	0	-0.065
338	0.48	0
339	0	-0.065
340	0.48	0
341	0	-0.06
342	0.48	0
343	0	-0.06
344	0.48	0
345	0	-0.06
346	0.48	0
347	0	-0.06
348	0.485	0
349	0	-0.055
350	0.495	0
351	0	-0.05
352	0.5	0
353	0	-0.05
354	0.51	0
355	0	-0.05
356	0.51	0
357	0	-0.05
358	0.52	0
359	0	-0.05
360	0.525	0
361	0	-0.05
362	0.535	0
363	0	-0.05
364	0.54	0
365	0	-0.05
366	0.545	0
367	0	-0.05
368	0.545	0
369	0	-0.05
370	0.555	0
371	0	-0.045
372	0.555	0
373	0	-0.045
374	0.555	0
375	0	-0.045
376	0.56	0
377	0	-0.045
378	0.565	0
379	0	-0.045
380	0.565	0
381	0	-0.045
382	0.565	0
383	0	-0.045
384	0.565	0
385	0	-0.045
386	0.575	0
387	0	-0.045
388	0.57	0
389	0	-0.045
390	0.575	0
391	0	-0.045
392	0.57	0
393	0	-0.045
394	0.575	0
395	0	-0.045
396	0.57	0
397	0	-0.045
398	0.575	0
399	0	-0.045
400	0.575	0
401	0	-0.045
402	0.575	0
403	0	-0.045
404	0.575	0
405	0	-0.045
406	0.575	0
407	0	-0.045
408	0.575	0
409	0	-0.045
410	0.575	0
411	0	-0.045
412	0.58	0
413	0	-0.045
414	0.575	0
415	0	-0.045
416	0.575	0
417	0	-0.045
418	0.575	0
419	0	-0.045
420	0.575	0
421	0	-0.045
422	0.575	0
