0	0
2	-0.035
4	-0.02
6	-0.035
8	-0.02
10	-0.035
12	-0.04
14	-0.055
16	-0.055
18	-0.055
20	-0.04
22	-0.04
24	-0.04
26	-0.04
28	-0.04
30	-0.04
32	-0.045
34	-0.01
36	-0.04
38	-0.045
40	-0.05
42	-0.05
44	-0.055
46	-0.07
48	-0.08
50	-0.07
52	-0.095
54	-0.095
56	-0.105
58	-0.115
60	-0.125
62	-0.125
64	-0.135
66	-0.135
68	-0.135
70	-0.13
72	-0.125
74	-0.125
76	-0.115
78	-0.115
80	-0.105
82	-0.095
84	-0.085
86	-0.085
88	-0.075
90	-0.07
92	-0.055
94	-0.05
96	-0.04
98	-0.045
100	-0.04
102	-0.04
104	-0.04
106	-0.04
108	-0.04
110	-0.04
112	-0.04
114	-0.04
116	-0.04
118	-0.04
120	-0.04
122	-0.04
124	-0.045
126	-0.04
128	-0.04
130	-0.045
132	-0.045
134	-0.04
136	-0.045
138	-0.05
140	-0.045
142	-0.045
144	-0.05
146	-0.05
148	-0.05
150	-0.05
152	-0.05
154	-0.05
156	-0.05
158	-0.05
160	-0.05
162	-0.05
164	-0.05
166	-0.05
168	-0.05
170	-0.055
172	-0.07
174	-0.075
176	-0.075
178	-0.08
180	-0.085
182	-0.09
184	-0.095
186	-0.1
188	-0.105
190	-0.105
192	-0.11
194	-0.115
196	-0.125
198	-0.125
200	-0.135
202	-0.135
204	-0.135
206	-0.135
208	-0.135
210	-0.125
212	-0.125
214	-0.115
216	-0.105
218	-0.095
220	-0.095
222	-0.085
224	-0.075
226	-0.075
228	-0.055
230	-0.05
232	-0.05
234	-0.05
236	-0.04
238	-0.04
240	-0.04
242	-0.04
244	-0.02
246	-0.02
248	-0.02
250	-0.02
252	-0.035
254	-0.035
256	-0.025
258	-0.02
260	-0.04
262	-0.02
264	-0.035
266	-0.02
268	-0.02
270	-0.035
272	-0.025
274	0.01
276	0.105
278	0.19
280	0.305
282	0.36
284	0.355
286	0.355
288	0.36
290	0.36
292	0.36
294	0.36
296	0.41
298	0.435
300	0.435
302	0.435
304	0.435
306	0.465
308	0.49
310	0.515
312	0.53
314	0.535
316	0.525
318	0.52
320	0.52
322	0.52
324	0.51
326	0.51
328	0.5
330	0.5
332	0.49
334	0.485
336	0.485
338	0.48
